"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"72219013874","2024-11-06T06:34:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.09","65","69","","","","","87","BKN:07 9 BKN:07 13","","28.99","7.00","66","130","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09911/06/24 06:34:02 SPECI KATL 061134Z 13007KT 7SM BKN009 BKN013 21/18 A3009 RMK AO2 T02060183 $ (DB)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T06:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.10","65","69","0.00","","-0.00","3","87","BKN:07 9 BKN:07 13","30.08","29.00","7.00","66","090","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13611/06/24 06:52:02 METAR KATL 061152Z 09005KT 7SM BKN009 BKN013 21/18 A3010 RMK AO2 SLP185 CIG 008V011 T02060183 10211 20200 53001 $ (DB)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T07:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","65","69","","","-0.00","3","87","8","30.08","28.99","6.84","66","090","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08072219 32361 60905 10206 20183 39818 40185 53001 91152 333 10256 20194 555 90612=","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T07:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.12","66","70","0.00","","","","87","BKN:07 9 BKN:07 15","30.10","29.02","7.00","67","110","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11811/06/24 07:52:02 METAR KATL 061252Z 11004KT 7SM BKN009 BKN015 21/19 A3012 RMK AO2 SLP194 CIG 008V011 T02110189 $ (DB)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T08:21:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.14","66","70","","","","","87","SCT:04 8 BKN:07 15 BKN:07 70","","29.04","10.00","67","110","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11911/06/24 08:21:02 SPECI KATL 061321Z 11006KT 10SM SCT008 BKN015 BKN070 21/19 A3014 RMK AO2 CIG 012V018 T02110189 $ (DB)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T08:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.15","66","71","0.00","","","","84","SCT:04 8 BKN:07 15 OVC:08 70","30.12","29.05","10.00","68","110","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13911/06/24 08:52:02 METAR KATL 061352Z 11007KT 10SM SCT008 BKN015 OVC070 22/19 A3015 RMK AO2 SLP201 CIG 012V018 SCT008 V BKN T02170189 $ (DB)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T09:14:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.15","66","71","","","","","84","BKN:07 10 BKN:07 17 OVC:08 70","","29.05","10.00","68","110","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12011/06/24 09:14:02 SPECI KATL 061414Z 11006KT 10SM BKN010 BKN017 OVC070 22/19 A3015 RMK AO2 CIG 009V012 T02170189 $ (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T09:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.16","66","71","0.00","","-0.06","1","84","BKN:07 11 OVC:08 19","30.14","29.06","9.00","68","110","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12511/06/24 09:52:02 METAR KATL 061452Z 11008KT 9SM BKN011 OVC019 22/19 A3016 RMK AO2 SLP206 CIG 009V013 T02170189 51020 $ (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T10:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","66","71","","","-0.06","1","84","15","30.14","29.05","8.70","68","110","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06472219 32464 81108 10217 20189 39838 40206 51020 91452 555 90615=","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T10:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.17","66","72","T","-DZ:01 |DZ |DZ","","","82","OVC:08 11","30.15","29.07","7.00","68","110","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13211/06/24 10:52:02 METAR KATL 061552Z 11007KT 7SM -DZ OVC011 22/19 A3017 RMK AO2 DZB50 SLP209 CIG 009V013 P0000 T02220189 PNO $ (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T11:10:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.17","67","71","T","-RA:02 BR:1 |RA |RA","","","87","OVC:08 8","","29.07","6.00","68","130","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13311/06/24 11:10:02 SPECI KATL 061610Z 13006KT 6SM -RA BR OVC008 22/19 A3017 RMK AO2 DZE01RAB01 CIG 007V010 P0000 T02170194 PNO $ (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T11:34:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.16","68","72","T","","","","87","SCT:04 8 BKN:07 25 OVC:08 50","","29.06","8.00","69","090","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13711/06/24 11:34:02 SPECI KATL 061634Z 09005KT 8SM SCT008 BKN025 OVC050 22/20 A3016 RMK AO2 DZE01B14E22RAB01E32 P0000 T02220200 PNO $ (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T11:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.16","68","72","T","","","","87","SCT:04 8 BKN:07 26 BKN:07 75","30.14","29.06","8.00","69","090","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET14411/06/24 11:52:02 METAR KATL 061652Z 09007KT 8SM SCT008 BKN026 BKN075 22/20 A3016 RMK AO2 DZE01B14E22RAB01E32 SLP205 P0000 T02220200 PNO $ (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T12:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.13","68","74","T","|RA |RA","+0.03","8","82","SCT:04 10 BKN:07 26 BKN:07 70","30.11","29.03","8.00","70","070","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET15811/06/24 12:52:02 METAR KATL 061752Z 07010KT 8SM -RA SCT010 BKN026 BKN070 23/20 A3013 RMK AO2 RAB44 SLP195 P0000 60000 T02330200 10233 20206 58010 PNO $ (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T13:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","68","74","","||RA","+0.03","8","82","15","30.11","29.02","7.46","70","070","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN09272219 11462 80710 10233 20200 39828 40195 58010 69901 761// 91752 333 10233 20206 555 90618=","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T13:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.11","67","73","T","","","","81","SCT:04 10 BKN:07 28 BKN:07 65","30.09","29.01","10.00","69","080","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12911/06/24 13:52:02 METAR KATL 061852Z 08010KT 10SM SCT010 BKN028 BKN065 23/19 A3011 RMK AO2 RAE1753 SLP188 P0000 T02280194 $ (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T14:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.09","67","73","0.00","","","","81","SCT:04 12 BKN:07 26 BKN:07 65","30.07","28.99","10.00","69","080","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11511/06/24 14:52:02 METAR KATL 061952Z 08010KT 10SM SCT012 BKN026 BKN065 23/19 A3009 RMK AO2 SLP183 T02280194 $ (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T15:30:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.10","67","73","","","","","81","BKN:07 13 BKN:07 28 OVC:08 60","","29.00","10.00","69","080","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12011/06/24 15:30:02 SPECI KATL 062030Z 08010KT 10SM BKN013 BKN028 OVC060 23/19 A3010 RMK AO2 CIG 011V015 T02280194 $ (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T15:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.10","68","73","0.00","","+0.03","5","84","BKN:07 12 BKN:07 32 BKN:07 70","30.08","29.00","10.00","70","090","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13311/06/24 15:52:02 METAR KATL 062052Z 09010KT 10SM BKN012 BKN032 BKN070 23/20 A3010 RMK AO2 SLP186 CIG 010V014 T02280200 55009 $ (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T16:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","68","73","","","+0.03","5","84","15","30.08","28.99","9.94","70","090","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06472219 32466 80910 10228 20200 39818 40186 55009 92052 555 90621=","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T16:16:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.10","68","72","T","-DZ:01 |DZ |DZ","","","87","BKN:07 8 OVC:08 14","","29.00","8.00","69","080","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12811/06/24 16:16:02 SPECI KATL 062116Z 08010KT 8SM -DZ BKN008 OVC014 22/20 A3010 RMK AO2 DZB15 CIG 007V010 P0000 T02220200 $ (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T16:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.09","68","72","T","","","","87","BKN:07 8 BKN:07 14 OVC:08 24","30.07","28.99","9.00","69","060","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET14111/06/24 16:52:02 METAR KATL 062152Z 06009KT 9SM BKN008 BKN014 OVC024 22/20 A3009 RMK AO2 DZB15E29 SLP184 CIG 007V010 P0000 T02220200 $ (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T17:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.09","67","72","0.00","","","","84","SCT:04 8 BKN:07 14 BKN:07 25","30.07","28.99","9.00","69","070","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11311/06/24 17:52:02 METAR KATL 062252Z 07009KT 9SM SCT008 BKN014 BKN025 22/19 A3009 RMK AO2 SLP183 T02220194 $ (RF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T18:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.12","67","71","0.00","","-0.02","3","87","SCT:04 8 BKN:07 14 OVC:08 25","30.10","29.02","10.00","68","090","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13811/06/24 18:52:02 METAR KATL 062352Z 09006KT 10SM SCT008 BKN014 OVC025 22/19 A3012 RMK AO2 SLP192 60000 T02170194 10233 20217 53006 $ (RF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T19:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","67","71","","","-0.02","3","87","8","30.10","29.01","9.94","68","090","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08672219 12366 80906 10217 20194 39825 40192 53006 69901 92352 333 10233 20200 555 90700=","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T19:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.13","67","71","0.00","","","","87","SCT:04 8 BKN:07 12 BKN:07 25","30.11","29.03","10.00","68","080","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10911/06/24 19:52:01 METAR KATL 070052Z 08009KT 10SM SCT008 BKN012 BKN025 22/19 A3013 RMK AO2 SLP195 T02170194 $","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T20:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.13","67","71","0.00","","","","87","SCT:04 8 BKN:07 12 OVC:08 20","30.11","29.03","10.00","68","090","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10911/06/24 20:52:01 METAR KATL 070152Z 09010KT 10SM SCT008 BKN012 OVC020 22/19 A3013 RMK AO2 SLP195 T02170194 $","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T21:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.14","67","71","0.00","","-0.02","3","87","SCT:04 8 BKN:07 12 OVC:08 20","30.11","29.04","10.00","68","090","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11511/06/24 21:52:01 METAR KATL 070252Z 09009KT 10SM SCT008 BKN012 OVC020 22/19 A3014 RMK AO2 SLP198 T02170194 53006 $","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T22:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","67","71","","","-0.02","3","87","8","30.11","29.03","9.94","68","090","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06472219 32366 80909 10217 20194 39831 40198 53006 90252 555 90703=","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T22:50:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","6","30.14","66","70","","","","","88","BKN:07 8 OVC:08 15","","29.04","10.00","67","090","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09511/06/24 22:50:03 SPECI KATL 070350Z 09008KT 10SM BKN008 OVC015 21/19 A3014 RMK AO2 $ FIBI (RF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T22:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.14","66","70","0.00","","","","87","BKN:07 8 OVC:08 15","30.12","29.04","10.00","67","090","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10211/06/24 22:52:01 METAR KATL 070352Z 09009KT 10SM BKN008 OVC015 21/19 A3014 RMK AO2 SLP200 T02110189 $","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T23:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.13","66","70","0.00","","","","87","BKN:07 7 OVC:08 12","30.11","29.03","10.00","67","100","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11211/06/24 23:52:01 METAR KATL 070452Z 10008KT 10SM BKN007 OVC012 21/19 A3013 RMK AO2 SLP195 T02110189 402330194 $","","","","","","","","","","2007-03-27"
"72219013874","2024-11-06T23:59:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","SOD  ","6","","","","","","","","","","","","","","","","","0702","1741","","71","","","29.01","","8.8","6","13.8","0","74","67","090","20","T","0","0.0","080","15","RA DZ BR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD75624 HR PRECIPITATION (IN):    T SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 7424 HR MIN TEMP (F): 67AVERAGE STATION PRESSURE:29.010 MINIMUM SEA LEVEL PRESSURE:30.05 TIME OF OCCURRENCE:0458 PEAK WIND SPEED (MPH): 20 PEAK WIND DIR (DEG): 90 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 15FASTEST 2MIN DIR (DEG): 80 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 8.8 24 HR AVG TEMP (F): 71DEPART FROM NORMAL: 14  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  6 LATEST DAY MAX TEMP (0700-1900 LST):74  LATEST NIGHT MIN TEMP(1900-0800 LST):67 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    T    T    T    0.00 0.00 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00","","","","","","","","","","2007-03-27"
"72219013874","2024-11-07T00:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.12","66","70","0.00","","+0.01","8","87","BKN:07 9 OVC:08 14","30.10","29.02","10.00","67","080","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12511/07/24 00:52:02 METAR KATL 070552Z 08008KT 10SM BKN009 OVC014 21/19 A3012 RMK AO2 SLP192 T02110189 10222 20211 58005 $ (RF)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-07T01:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","66","70","","","+0.01","8","87","8","30.10","29.01","9.94","67","080","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08072219 32366 80808 10211 20189 39825 40192 58005 90552 333 10222 20200 555 90706=","","","","","","","","","","2007-03-27"
"72219013874","2024-11-07T01:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.11","65","69","0.00","","","","87","OVC:08 8","30.09","29.01","10.00","66","090","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11311/07/24 01:52:02 METAR KATL 070652Z 09008KT 10SM OVC008 21/18 A3011 RMK AO2 SLP189 CIG 007V009 T02060183 $ (CPS)","","","","","","","","","","2007-03-27"
"72219013874","2024-11-07T02:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.11","65","69","0.00","","","","87","OVC:08 6","30.09","29.01","10.00","66","100","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11311/07/24 02:52:02 METAR KATL 070752Z 10009KT 10SM OVC006 21/18 A3011 RMK AO2 SLP190 CIG 005V007 T02060183 $ (CPS)","","","","","","","","","","2007-03-27"
