airport,report_date,Hour,Scheduled Departures,Scheduled Arrivals,DATE
JFK,2019-07-26,4,1,1,2019-07-26 04:00:00
JFK,2019-07-26,5,13,20,2019-07-26 05:00:00
JFK,2019-07-26,6,19,28,2019-07-26 06:00:00
JFK,2019-07-26,7,37,28,2019-07-26 07:00:00
JFK,2019-07-26,8,51,19,2019-07-26 08:00:00
JFK,2019-07-26,9,39,27,2019-07-26 09:00:00
JFK,2019-07-26,10,21,25,2019-07-26 10:00:00
JFK,2019-07-26,11,38,22,2019-07-26 11:00:00
JFK,2019-07-26,12,21,36,2019-07-26 12:00:00
JFK,2019-07-26,13,28,43,2019-07-26 13:00:00
JFK,2019-07-26,14,34,41,2019-07-26 14:00:00
JFK,2019-07-26,15,29,44,2019-07-26 15:00:00
JFK,2019-07-26,16,36,38,2019-07-26 16:00:00
JFK,2019-07-26,17,34,38,2019-07-26 17:00:00
JFK,2019-07-26,18,40,34,2019-07-26 18:00:00
JFK,2019-07-26,19,46,31,2019-07-26 19:00:00
JFK,2019-07-26,20,35,38,2019-07-26 20:00:00
JFK,2019-07-26,21,43,31,2019-07-26 21:00:00
JFK,2019-07-26,22,31,41,2019-07-26 22:00:00
JFK,2019-07-26,23,21,32,2019-07-26 23:00:00
JFK,2019-07-27,0,10,12,2019-07-27 00:00:00
JFK,2019-07-27,1,9,2,2019-07-27 01:00:00
JFK,2019-07-27,2,5,2,2019-07-27 02:00:00
JFK,2019-07-27,3,3,4,2019-07-27 03:00:00
JFK,2019-07-27,4,1,2,2019-07-27 04:00:00
JFK,2019-07-27,5,10,19,2019-07-27 05:00:00
JFK,2019-07-27,6,19,25,2019-07-27 06:00:00
JFK,2019-07-27,7,36,26,2019-07-27 07:00:00
JFK,2019-07-27,8,47,17,2019-07-27 08:00:00
JFK,2019-07-27,9,39,24,2019-07-27 09:00:00
JFK,2019-07-27,10,20,26,2019-07-27 10:00:00
JFK,2019-07-27,11,39,23,2019-07-27 11:00:00
JFK,2019-07-27,12,23,33,2019-07-27 12:00:00
JFK,2019-07-27,13,26,42,2019-07-27 13:00:00
JFK,2019-07-27,14,33,42,2019-07-27 14:00:00
JFK,2019-07-27,15,29,42,2019-07-27 15:00:00
JFK,2019-07-27,16,34,38,2019-07-27 16:00:00
JFK,2019-07-27,17,30,38,2019-07-27 17:00:00
JFK,2019-07-27,18,40,34,2019-07-27 18:00:00
JFK,2019-07-27,19,43,28,2019-07-27 19:00:00
JFK,2019-07-27,20,36,41,2019-07-27 20:00:00
JFK,2019-07-27,21,38,27,2019-07-27 21:00:00
JFK,2019-07-27,22,29,40,2019-07-27 22:00:00
JFK,2019-07-27,23,20,30,2019-07-27 23:00:00
JFK,2019-07-28,0,10,14,2019-07-28 00:00:00
JFK,2019-07-28,1,10,3,2019-07-28 01:00:00
JFK,2019-07-28,2,4,1,2019-07-28 02:00:00
JFK,2019-07-28,3,1,3,2019-07-28 03:00:00
JFK,2019-07-28,4,2,1,2019-07-28 04:00:00
JFK,2019-07-28,5,13,21,2019-07-28 05:00:00
JFK,2019-07-28,6,20,27,2019-07-28 06:00:00
JFK,2019-07-28,7,37,28,2019-07-28 07:00:00
JFK,2019-07-28,8,49,19,2019-07-28 08:00:00
JFK,2019-07-28,9,39,23,2019-07-28 09:00:00
JFK,2019-07-28,10,23,27,2019-07-28 10:00:00
JFK,2019-07-28,11,37,23,2019-07-28 11:00:00
JFK,2019-07-28,12,25,34,2019-07-28 12:00:00
JFK,2019-07-28,13,28,44,2019-07-28 13:00:00
JFK,2019-07-28,14,35,40,2019-07-28 14:00:00
JFK,2019-07-28,15,29,44,2019-07-28 15:00:00
JFK,2019-07-28,16,36,37,2019-07-28 16:00:00
JFK,2019-07-28,17,35,38,2019-07-28 17:00:00
JFK,2019-07-28,18,39,34,2019-07-28 18:00:00
JFK,2019-07-28,19,45,29,2019-07-28 19:00:00
JFK,2019-07-28,20,35,40,2019-07-28 20:00:00
JFK,2019-07-28,21,42,30,2019-07-28 21:00:00
JFK,2019-07-28,22,31,43,2019-07-28 22:00:00
JFK,2019-07-28,23,21,32,2019-07-28 23:00:00
JFK,2019-07-29,0,8,14,2019-07-29 00:00:00
JFK,2019-07-29,1,9,2,2019-07-29 01:00:00
JFK,2019-07-29,2,4,1,2019-07-29 02:00:00
JFK,2019-07-29,3,1,3,2019-07-29 03:00:00
JFK,2019-07-29,4,1,1,2019-07-29 04:00:00
JFK,2019-07-29,5,14,21,2019-07-29 05:00:00
JFK,2019-07-29,6,20,27,2019-07-29 06:00:00
JFK,2019-07-29,7,37,28,2019-07-29 07:00:00
JFK,2019-07-29,8,50,20,2019-07-29 08:00:00
JFK,2019-07-29,9,39,28,2019-07-29 09:00:00
JFK,2019-07-29,10,23,25,2019-07-29 10:00:00
JFK,2019-07-29,11,40,24,2019-07-29 11:00:00
JFK,2019-07-29,12,21,36,2019-07-29 12:00:00
JFK,2019-07-29,13,28,42,2019-07-29 13:00:00
JFK,2019-07-29,14,35,40,2019-07-29 14:00:00
JFK,2019-07-29,15,29,43,2019-07-29 15:00:00
JFK,2019-07-29,16,35,37,2019-07-29 16:00:00
JFK,2019-07-29,17,33,38,2019-07-29 17:00:00
JFK,2019-07-29,18,40,35,2019-07-29 18:00:00
JFK,2019-07-29,19,46,29,2019-07-29 19:00:00
JFK,2019-07-29,20,35,40,2019-07-29 20:00:00
JFK,2019-07-29,21,41,30,2019-07-29 21:00:00
JFK,2019-07-29,22,32,41,2019-07-29 22:00:00
JFK,2019-07-29,23,22,32,2019-07-29 23:00:00
JFK,2019-07-30,0,8,15,2019-07-30 00:00:00
JFK,2019-07-30,1,9,3,2019-07-30 01:00:00
JFK,2019-07-30,2,4,1,2019-07-30 02:00:00
JFK,2019-07-30,3,1,3,2019-07-30 03:00:00
JFK,2019-07-30,4,1,1,2019-07-30 04:00:00
JFK,2019-07-30,5,12,21,2019-07-30 05:00:00
JFK,2019-07-30,6,20,26,2019-07-30 06:00:00
JFK,2019-07-30,7,37,28,2019-07-30 07:00:00
JFK,2019-07-30,8,50,19,2019-07-30 08:00:00
JFK,2019-07-30,9,38,27,2019-07-30 09:00:00
JFK,2019-07-30,10,22,25,2019-07-30 10:00:00
JFK,2019-07-30,11,38,23,2019-07-30 11:00:00
JFK,2019-07-30,12,22,35,2019-07-30 12:00:00
JFK,2019-07-30,13,27,44,2019-07-30 13:00:00
JFK,2019-07-30,14,36,41,2019-07-30 14:00:00
JFK,2019-07-30,15,29,43,2019-07-30 15:00:00
JFK,2019-07-30,16,36,37,2019-07-30 16:00:00
JFK,2019-07-30,17,34,36,2019-07-30 17:00:00
JFK,2019-07-30,18,39,35,2019-07-30 18:00:00
JFK,2019-07-30,19,45,30,2019-07-30 19:00:00
JFK,2019-07-30,20,34,40,2019-07-30 20:00:00
JFK,2019-07-30,21,40,31,2019-07-30 21:00:00
JFK,2019-07-30,22,30,41,2019-07-30 22:00:00
JFK,2019-07-30,23,20,31,2019-07-30 23:00:00
JFK,2019-07-31,0,8,14,2019-07-31 00:00:00
JFK,2019-07-31,1,10,2,2019-07-31 01:00:00
JFK,2019-07-31,2,5,1,2019-07-31 02:00:00
JFK,2019-07-31,3,0,3,2019-07-31 03:00:00
JFK,2019-07-31,4,1,1,2019-07-31 04:00:00
JFK,2019-07-31,5,13,21,2019-07-31 05:00:00
JFK,2019-07-31,6,19,25,2019-07-31 06:00:00
JFK,2019-07-31,7,37,28,2019-07-31 07:00:00
JFK,2019-07-31,8,51,20,2019-07-31 08:00:00
JFK,2019-07-31,9,38,25,2019-07-31 09:00:00
JFK,2019-07-31,10,21,25,2019-07-31 10:00:00
JFK,2019-07-31,11,37,25,2019-07-31 11:00:00
JFK,2019-07-31,12,23,34,2019-07-31 12:00:00
JFK,2019-07-31,13,28,44,2019-07-31 13:00:00
JFK,2019-07-31,14,36,40,2019-07-31 14:00:00
JFK,2019-07-31,15,29,42,2019-07-31 15:00:00
JFK,2019-07-31,16,36,39,2019-07-31 16:00:00
JFK,2019-07-31,17,33,38,2019-07-31 17:00:00
JFK,2019-07-31,18,40,34,2019-07-31 18:00:00
JFK,2019-07-31,19,46,30,2019-07-31 19:00:00
JFK,2019-07-31,20,35,38,2019-07-31 20:00:00
JFK,2019-07-31,21,38,32,2019-07-31 21:00:00
JFK,2019-07-31,22,30,41,2019-07-31 22:00:00
JFK,2019-07-31,23,23,31,2019-07-31 23:00:00
JFK,2019-08-01,0,8,15,2019-08-01 00:00:00
JFK,2019-08-01,1,8,2,2019-08-01 01:00:00
JFK,2019-08-01,2,2,1,2019-08-01 02:00:00
JFK,2019-08-01,3,3,4,2019-08-01 03:00:00
JFK,2019-08-01,4,2,2,2019-08-01 04:00:00
JFK,2019-08-01,5,13,21,2019-08-01 05:00:00
JFK,2019-08-01,6,20,28,2019-08-01 06:00:00
JFK,2019-08-01,7,37,29,2019-08-01 07:00:00
JFK,2019-08-01,8,50,19,2019-08-01 08:00:00
JFK,2019-08-01,9,40,27,2019-08-01 09:00:00
JFK,2019-08-01,10,22,26,2019-08-01 10:00:00
JFK,2019-08-01,11,38,22,2019-08-01 11:00:00
JFK,2019-08-01,12,23,36,2019-08-01 12:00:00
JFK,2019-08-01,13,28,43,2019-08-01 13:00:00
JFK,2019-08-01,14,34,40,2019-08-01 14:00:00
JFK,2019-08-01,15,29,43,2019-08-01 15:00:00
JFK,2019-08-01,16,36,38,2019-08-01 16:00:00
JFK,2019-08-01,17,35,37,2019-08-01 17:00:00
JFK,2019-08-01,18,39,36,2019-08-01 18:00:00
JFK,2019-08-01,19,45,29,2019-08-01 19:00:00
JFK,2019-08-01,20,35,40,2019-08-01 20:00:00
JFK,2019-08-01,21,42,30,2019-08-01 21:00:00
JFK,2019-08-01,22,31,46,2019-08-01 22:00:00
JFK,2019-08-01,23,24,30,2019-08-01 23:00:00
JFK,2019-08-02,0,9,15,2019-08-02 00:00:00
JFK,2019-08-02,1,10,3,2019-08-02 01:00:00
JFK,2019-08-02,2,5,2,2019-08-02 02:00:00
JFK,2019-08-02,3,0,3,2019-08-02 03:00:00
JFK,2019-08-02,4,1,1,2019-08-02 04:00:00
JFK,2019-08-02,5,13,20,2019-08-02 05:00:00
JFK,2019-08-02,6,19,28,2019-08-02 06:00:00
JFK,2019-08-02,7,37,29,2019-08-02 07:00:00
JFK,2019-08-02,8,51,19,2019-08-02 08:00:00
JFK,2019-08-02,9,39,27,2019-08-02 09:00:00
JFK,2019-08-02,10,21,25,2019-08-02 10:00:00
JFK,2019-08-02,11,38,22,2019-08-02 11:00:00
JFK,2019-08-02,12,20,36,2019-08-02 12:00:00
JFK,2019-08-02,13,29,43,2019-08-02 13:00:00
JFK,2019-08-02,14,34,41,2019-08-02 14:00:00
JFK,2019-08-02,15,29,44,2019-08-02 15:00:00
JFK,2019-08-02,16,36,37,2019-08-02 16:00:00
JFK,2019-08-02,17,34,39,2019-08-02 17:00:00
JFK,2019-08-02,18,40,35,2019-08-02 18:00:00
JFK,2019-08-02,19,46,29,2019-08-02 19:00:00
JFK,2019-08-02,20,35,38,2019-08-02 20:00:00
JFK,2019-08-02,21,42,31,2019-08-02 21:00:00
JFK,2019-08-02,22,31,42,2019-08-02 22:00:00
JFK,2019-08-02,23,21,31,2019-08-02 23:00:00
JFK,2019-08-03,0,10,12,2019-08-03 00:00:00
JFK,2019-08-03,1,9,2,2019-08-03 01:00:00
JFK,2019-08-03,2,5,2,2019-08-03 02:00:00
JFK,2019-08-03,3,3,4,2019-08-03 03:00:00
JFK,2019-08-03,4,1,2,2019-08-03 04:00:00
JFK,2019-08-03,5,10,19,2019-08-03 05:00:00
JFK,2019-08-03,6,19,25,2019-08-03 06:00:00
JFK,2019-08-03,7,36,27,2019-08-03 07:00:00
JFK,2019-08-03,8,47,17,2019-08-03 08:00:00
JFK,2019-08-03,9,39,24,2019-08-03 09:00:00
JFK,2019-08-03,10,20,26,2019-08-03 10:00:00
JFK,2019-08-03,11,39,24,2019-08-03 11:00:00
JFK,2019-08-03,12,22,32,2019-08-03 12:00:00
JFK,2019-08-03,13,28,41,2019-08-03 13:00:00
JFK,2019-08-03,14,32,41,2019-08-03 14:00:00
JFK,2019-08-03,15,28,43,2019-08-03 15:00:00
JFK,2019-08-03,16,34,37,2019-08-03 16:00:00
JFK,2019-08-03,17,30,39,2019-08-03 17:00:00
JFK,2019-08-03,18,41,36,2019-08-03 18:00:00
JFK,2019-08-03,19,42,27,2019-08-03 19:00:00
JFK,2019-08-03,20,36,42,2019-08-03 20:00:00
JFK,2019-08-03,21,39,27,2019-08-03 21:00:00
JFK,2019-08-03,22,30,41,2019-08-03 22:00:00
JFK,2019-08-03,23,20,29,2019-08-03 23:00:00
JFK,2019-08-04,0,10,14,2019-08-04 00:00:00
JFK,2019-08-04,1,10,3,2019-08-04 01:00:00
JFK,2019-08-04,2,4,1,2019-08-04 02:00:00
JFK,2019-08-04,3,1,3,2019-08-04 03:00:00
JFK,2019-08-04,4,2,1,2019-08-04 04:00:00
JFK,2019-08-04,5,13,21,2019-08-04 05:00:00
JFK,2019-08-04,6,20,28,2019-08-04 06:00:00
JFK,2019-08-04,7,37,28,2019-08-04 07:00:00
JFK,2019-08-04,8,49,19,2019-08-04 08:00:00
JFK,2019-08-04,9,39,24,2019-08-04 09:00:00
JFK,2019-08-04,10,23,27,2019-08-04 10:00:00
JFK,2019-08-04,11,37,23,2019-08-04 11:00:00
JFK,2019-08-04,12,24,34,2019-08-04 12:00:00
JFK,2019-08-04,13,29,44,2019-08-04 13:00:00
JFK,2019-08-04,14,35,40,2019-08-04 14:00:00
JFK,2019-08-04,15,29,44,2019-08-04 15:00:00
JFK,2019-08-04,16,36,36,2019-08-04 16:00:00
JFK,2019-08-04,17,35,39,2019-08-04 17:00:00
JFK,2019-08-04,18,38,35,2019-08-04 18:00:00
JFK,2019-08-04,19,45,30,2019-08-04 19:00:00
JFK,2019-08-04,20,35,39,2019-08-04 20:00:00
JFK,2019-08-04,21,43,30,2019-08-04 21:00:00
JFK,2019-08-04,22,31,44,2019-08-04 22:00:00
JFK,2019-08-04,23,21,31,2019-08-04 23:00:00
JFK,2019-08-05,0,8,14,2019-08-05 00:00:00
JFK,2019-08-05,1,9,2,2019-08-05 01:00:00
JFK,2019-08-05,2,4,1,2019-08-05 02:00:00
JFK,2019-08-05,3,1,3,2019-08-05 03:00:00
JFK,2019-08-05,4,1,1,2019-08-05 04:00:00
JFK,2019-08-05,5,14,21,2019-08-05 05:00:00
JFK,2019-08-05,6,20,27,2019-08-05 06:00:00
JFK,2019-08-05,7,37,29,2019-08-05 07:00:00
JFK,2019-08-05,8,50,20,2019-08-05 08:00:00
JFK,2019-08-05,9,39,28,2019-08-05 09:00:00
JFK,2019-08-05,10,23,25,2019-08-05 10:00:00
JFK,2019-08-05,11,40,24,2019-08-05 11:00:00
JFK,2019-08-05,12,20,36,2019-08-05 12:00:00
JFK,2019-08-05,13,29,42,2019-08-05 13:00:00
JFK,2019-08-05,14,35,40,2019-08-05 14:00:00
JFK,2019-08-05,15,29,43,2019-08-05 15:00:00
JFK,2019-08-05,16,36,36,2019-08-05 16:00:00
JFK,2019-08-05,17,33,39,2019-08-05 17:00:00
JFK,2019-08-05,18,39,36,2019-08-05 18:00:00
JFK,2019-08-05,19,46,29,2019-08-05 19:00:00
JFK,2019-08-05,20,35,40,2019-08-05 20:00:00
JFK,2019-08-05,21,42,29,2019-08-05 21:00:00
JFK,2019-08-05,22,32,42,2019-08-05 22:00:00
JFK,2019-08-05,23,22,31,2019-08-05 23:00:00
JFK,2019-08-06,0,8,16,2019-08-06 00:00:00
JFK,2019-08-06,1,9,3,2019-08-06 01:00:00
JFK,2019-08-06,2,4,1,2019-08-06 02:00:00
JFK,2019-08-06,3,0,3,2019-08-06 03:00:00
JFK,2019-08-06,4,1,1,2019-08-06 04:00:00
JFK,2019-08-06,5,12,21,2019-08-06 05:00:00
JFK,2019-08-06,6,20,27,2019-08-06 06:00:00
JFK,2019-08-06,7,37,27,2019-08-06 07:00:00
JFK,2019-08-06,8,50,18,2019-08-06 08:00:00
JFK,2019-08-06,9,38,26,2019-08-06 09:00:00
JFK,2019-08-06,10,22,26,2019-08-06 10:00:00
JFK,2019-08-06,11,38,22,2019-08-06 11:00:00
JFK,2019-08-06,12,22,35,2019-08-06 12:00:00
JFK,2019-08-06,13,28,44,2019-08-06 13:00:00
JFK,2019-08-06,14,36,41,2019-08-06 14:00:00
JFK,2019-08-06,15,29,44,2019-08-06 15:00:00
JFK,2019-08-06,16,36,36,2019-08-06 16:00:00
JFK,2019-08-06,17,34,37,2019-08-06 17:00:00
JFK,2019-08-06,18,38,36,2019-08-06 18:00:00
JFK,2019-08-06,19,45,30,2019-08-06 19:00:00
JFK,2019-08-06,20,34,40,2019-08-06 20:00:00
JFK,2019-08-06,21,41,30,2019-08-06 21:00:00
JFK,2019-08-06,22,30,41,2019-08-06 22:00:00
JFK,2019-08-06,23,20,29,2019-08-06 23:00:00
JFK,2019-08-07,0,8,14,2019-08-07 00:00:00
JFK,2019-08-07,1,10,2,2019-08-07 01:00:00
JFK,2019-08-07,2,4,1,2019-08-07 02:00:00
JFK,2019-08-07,3,0,3,2019-08-07 03:00:00
JFK,2019-08-07,4,1,1,2019-08-07 04:00:00
JFK,2019-08-07,5,13,21,2019-08-07 05:00:00
JFK,2019-08-07,6,19,25,2019-08-07 06:00:00
JFK,2019-08-07,7,37,29,2019-08-07 07:00:00
JFK,2019-08-07,8,51,20,2019-08-07 08:00:00
JFK,2019-08-07,9,38,26,2019-08-07 09:00:00
JFK,2019-08-07,10,21,25,2019-08-07 10:00:00
JFK,2019-08-07,11,37,25,2019-08-07 11:00:00
JFK,2019-08-07,12,22,35,2019-08-07 12:00:00
JFK,2019-08-07,13,30,44,2019-08-07 13:00:00
JFK,2019-08-07,14,36,40,2019-08-07 14:00:00
JFK,2019-08-07,15,29,43,2019-08-07 15:00:00
JFK,2019-08-07,16,36,38,2019-08-07 16:00:00
JFK,2019-08-07,17,33,39,2019-08-07 17:00:00
JFK,2019-08-07,18,40,35,2019-08-07 18:00:00
JFK,2019-08-07,19,46,30,2019-08-07 19:00:00
JFK,2019-08-07,20,35,38,2019-08-07 20:00:00
JFK,2019-08-07,21,39,31,2019-08-07 21:00:00
JFK,2019-08-07,22,31,42,2019-08-07 22:00:00
JFK,2019-08-07,23,23,30,2019-08-07 23:00:00
JFK,2019-08-08,0,8,15,2019-08-08 00:00:00
JFK,2019-08-08,1,8,2,2019-08-08 01:00:00
JFK,2019-08-08,2,2,1,2019-08-08 02:00:00
JFK,2019-08-08,3,3,4,2019-08-08 03:00:00
JFK,2019-08-08,4,2,2,2019-08-08 04:00:00
JFK,2019-08-08,5,13,21,2019-08-08 05:00:00
JFK,2019-08-08,6,20,29,2019-08-08 06:00:00
JFK,2019-08-08,7,37,28,2019-08-08 07:00:00
JFK,2019-08-08,8,50,19,2019-08-08 08:00:00
JFK,2019-08-08,9,40,27,2019-08-08 09:00:00
JFK,2019-08-08,10,22,26,2019-08-08 10:00:00
JFK,2019-08-08,11,38,22,2019-08-08 11:00:00
JFK,2019-08-08,12,23,36,2019-08-08 12:00:00
JFK,2019-08-08,13,29,42,2019-08-08 13:00:00
JFK,2019-08-08,14,34,40,2019-08-08 14:00:00
JFK,2019-08-08,15,29,43,2019-08-08 15:00:00
JFK,2019-08-08,16,36,38,2019-08-08 16:00:00
JFK,2019-08-08,17,34,38,2019-08-08 17:00:00
JFK,2019-08-08,18,39,36,2019-08-08 18:00:00
JFK,2019-08-08,19,46,29,2019-08-08 19:00:00
JFK,2019-08-08,20,35,40,2019-08-08 20:00:00
JFK,2019-08-08,21,42,30,2019-08-08 21:00:00
JFK,2019-08-08,22,31,46,2019-08-08 22:00:00
JFK,2019-08-08,23,24,30,2019-08-08 23:00:00
JFK,2019-08-09,0,9,15,2019-08-09 00:00:00
JFK,2019-08-09,1,10,3,2019-08-09 01:00:00
JFK,2019-08-09,2,5,2,2019-08-09 02:00:00
JFK,2019-08-09,3,0,3,2019-08-09 03:00:00
JFK,2019-08-09,4,1,1,2019-08-09 04:00:00
JFK,2019-08-09,5,13,20,2019-08-09 05:00:00
JFK,2019-08-09,6,19,28,2019-08-09 06:00:00
JFK,2019-08-09,7,37,29,2019-08-09 07:00:00
JFK,2019-08-09,8,51,19,2019-08-09 08:00:00
JFK,2019-08-09,9,39,27,2019-08-09 09:00:00
JFK,2019-08-09,10,21,25,2019-08-09 10:00:00
JFK,2019-08-09,11,38,22,2019-08-09 11:00:00
JFK,2019-08-09,12,20,36,2019-08-09 12:00:00
JFK,2019-08-09,13,29,43,2019-08-09 13:00:00
JFK,2019-08-09,14,34,41,2019-08-09 14:00:00
JFK,2019-08-09,15,29,44,2019-08-09 15:00:00
JFK,2019-08-09,16,35,37,2019-08-09 16:00:00
JFK,2019-08-09,17,34,39,2019-08-09 17:00:00
JFK,2019-08-09,18,39,35,2019-08-09 18:00:00
JFK,2019-08-09,19,46,30,2019-08-09 19:00:00
JFK,2019-08-09,20,35,38,2019-08-09 20:00:00
JFK,2019-08-09,21,43,31,2019-08-09 21:00:00
JFK,2019-08-09,22,31,42,2019-08-09 22:00:00
JFK,2019-08-09,23,21,31,2019-08-09 23:00:00
JFK,2019-08-10,0,10,12,2019-08-10 00:00:00
JFK,2019-08-10,1,9,2,2019-08-10 01:00:00
JFK,2019-08-10,2,5,1,2019-08-10 02:00:00
JFK,2019-08-10,3,3,4,2019-08-10 03:00:00
JFK,2019-08-10,4,1,2,2019-08-10 04:00:00
JFK,2019-08-10,5,10,19,2019-08-10 05:00:00
JFK,2019-08-10,6,19,26,2019-08-10 06:00:00
JFK,2019-08-10,7,36,26,2019-08-10 07:00:00
JFK,2019-08-10,8,47,17,2019-08-10 08:00:00
JFK,2019-08-10,9,39,24,2019-08-10 09:00:00
JFK,2019-08-10,10,20,26,2019-08-10 10:00:00
JFK,2019-08-10,11,39,24,2019-08-10 11:00:00
JFK,2019-08-10,12,22,32,2019-08-10 12:00:00
JFK,2019-08-10,13,28,42,2019-08-10 13:00:00
JFK,2019-08-10,14,32,41,2019-08-10 14:00:00
JFK,2019-08-10,15,29,43,2019-08-10 15:00:00
JFK,2019-08-10,16,34,37,2019-08-10 16:00:00
JFK,2019-08-10,17,30,39,2019-08-10 17:00:00
JFK,2019-08-10,18,40,36,2019-08-10 18:00:00
JFK,2019-08-10,19,42,27,2019-08-10 19:00:00
JFK,2019-08-10,20,36,41,2019-08-10 20:00:00
JFK,2019-08-10,21,39,27,2019-08-10 21:00:00
JFK,2019-08-10,22,29,41,2019-08-10 22:00:00
JFK,2019-08-10,23,20,29,2019-08-10 23:00:00
JFK,2019-08-11,0,10,14,2019-08-11 00:00:00
JFK,2019-08-11,1,10,3,2019-08-11 01:00:00
JFK,2019-08-11,2,4,1,2019-08-11 02:00:00
JFK,2019-08-11,3,1,3,2019-08-11 03:00:00
JFK,2019-08-11,4,1,1,2019-08-11 04:00:00
JFK,2019-08-11,5,13,21,2019-08-11 05:00:00
JFK,2019-08-11,6,20,28,2019-08-11 06:00:00
JFK,2019-08-11,7,37,28,2019-08-11 07:00:00
JFK,2019-08-11,8,49,19,2019-08-11 08:00:00
JFK,2019-08-11,9,39,25,2019-08-11 09:00:00
JFK,2019-08-11,10,23,27,2019-08-11 10:00:00
JFK,2019-08-11,11,37,23,2019-08-11 11:00:00
JFK,2019-08-11,12,24,34,2019-08-11 12:00:00
JFK,2019-08-11,13,29,44,2019-08-11 13:00:00
JFK,2019-08-11,14,35,40,2019-08-11 14:00:00
JFK,2019-08-11,15,29,43,2019-08-11 15:00:00
JFK,2019-08-11,16,36,36,2019-08-11 16:00:00
JFK,2019-08-11,17,35,39,2019-08-11 17:00:00
JFK,2019-08-11,18,38,35,2019-08-11 18:00:00
JFK,2019-08-11,19,45,30,2019-08-11 19:00:00
JFK,2019-08-11,20,35,39,2019-08-11 20:00:00
JFK,2019-08-11,21,43,30,2019-08-11 21:00:00
JFK,2019-08-11,22,31,44,2019-08-11 22:00:00
JFK,2019-08-11,23,21,31,2019-08-11 23:00:00
JFK,2019-08-12,0,8,14,2019-08-12 00:00:00
JFK,2019-08-12,1,10,2,2019-08-12 01:00:00
JFK,2019-08-12,2,4,1,2019-08-12 02:00:00
JFK,2019-08-12,3,1,3,2019-08-12 03:00:00
JFK,2019-08-12,4,1,1,2019-08-12 04:00:00
JFK,2019-08-12,5,14,21,2019-08-12 05:00:00
JFK,2019-08-12,6,20,27,2019-08-12 06:00:00
JFK,2019-08-12,7,37,29,2019-08-12 07:00:00
JFK,2019-08-12,8,50,20,2019-08-12 08:00:00
JFK,2019-08-12,9,39,28,2019-08-12 09:00:00
JFK,2019-08-12,10,23,24,2019-08-12 10:00:00
JFK,2019-08-12,11,40,25,2019-08-12 11:00:00
JFK,2019-08-12,12,20,36,2019-08-12 12:00:00
JFK,2019-08-12,13,31,41,2019-08-12 13:00:00
JFK,2019-08-12,14,34,41,2019-08-12 14:00:00
JFK,2019-08-12,15,29,43,2019-08-12 15:00:00
JFK,2019-08-12,16,37,36,2019-08-12 16:00:00
JFK,2019-08-12,17,32,38,2019-08-12 17:00:00
JFK,2019-08-12,18,38,37,2019-08-12 18:00:00
JFK,2019-08-12,19,47,29,2019-08-12 19:00:00
JFK,2019-08-12,20,36,40,2019-08-12 20:00:00
JFK,2019-08-12,21,41,30,2019-08-12 21:00:00
JFK,2019-08-12,22,32,45,2019-08-12 22:00:00
JFK,2019-08-12,23,22,30,2019-08-12 23:00:00
JFK,2019-08-13,0,8,15,2019-08-13 00:00:00
JFK,2019-08-13,1,10,3,2019-08-13 01:00:00
JFK,2019-08-13,2,4,1,2019-08-13 02:00:00
JFK,2019-08-13,3,1,3,2019-08-13 03:00:00
JFK,2019-08-13,4,1,1,2019-08-13 04:00:00
JFK,2019-08-13,5,12,22,2019-08-13 05:00:00
JFK,2019-08-13,6,20,27,2019-08-13 06:00:00
JFK,2019-08-13,7,37,27,2019-08-13 07:00:00
JFK,2019-08-13,8,50,18,2019-08-13 08:00:00
JFK,2019-08-13,9,38,26,2019-08-13 09:00:00
JFK,2019-08-13,10,22,25,2019-08-13 10:00:00
JFK,2019-08-13,11,38,24,2019-08-13 11:00:00
JFK,2019-08-13,12,22,35,2019-08-13 12:00:00
JFK,2019-08-13,13,29,42,2019-08-13 13:00:00
JFK,2019-08-13,14,35,42,2019-08-13 14:00:00
JFK,2019-08-13,15,28,43,2019-08-13 15:00:00
JFK,2019-08-13,16,37,36,2019-08-13 16:00:00
JFK,2019-08-13,17,33,36,2019-08-13 17:00:00
JFK,2019-08-13,18,37,38,2019-08-13 18:00:00
JFK,2019-08-13,19,46,29,2019-08-13 19:00:00
JFK,2019-08-13,20,35,40,2019-08-13 20:00:00
JFK,2019-08-13,21,39,31,2019-08-13 21:00:00
JFK,2019-08-13,22,30,42,2019-08-13 22:00:00
JFK,2019-08-13,23,20,29,2019-08-13 23:00:00
JFK,2019-08-14,0,8,14,2019-08-14 00:00:00
JFK,2019-08-14,1,10,2,2019-08-14 01:00:00
JFK,2019-08-14,2,5,1,2019-08-14 02:00:00
JFK,2019-08-14,3,0,3,2019-08-14 03:00:00
JFK,2019-08-14,4,1,1,2019-08-14 04:00:00
JFK,2019-08-14,5,12,22,2019-08-14 05:00:00
JFK,2019-08-14,6,19,25,2019-08-14 06:00:00
JFK,2019-08-14,7,37,29,2019-08-14 07:00:00
JFK,2019-08-14,8,51,19,2019-08-14 08:00:00
JFK,2019-08-14,9,38,26,2019-08-14 09:00:00
JFK,2019-08-14,10,21,24,2019-08-14 10:00:00
JFK,2019-08-14,11,37,26,2019-08-14 11:00:00
JFK,2019-08-14,12,22,34,2019-08-14 12:00:00
